,Concurso,Jogo,HG,Home,S,Away,AG,Dia,Res,HRG,ARG
3481,Concurso 249 (29/01/2007),10,3,GAMA/DF, ,PARANOÁ/DF,2,Domingo ,H,36,4
3482,Concurso 249 (29/01/2007),11,3,SANTA CRUZ/RS, ,INTERNACIONAL/RS,1,Domingo ,H,2,30
3483,Concurso 249 (29/01/2007),12,5,PARANÁ/PR, ,LONDRINA/PR,2,Sábado ,H,30,2
3484,Concurso 249 (29/01/2007),13,1,FIGUEIRENSE/SC, ,MARCÍLIO DIAS/SC,0,Domingo ,H,33,3
3485,Concurso 249 (29/01/2007),14,3,VOLTA REDONDA/RJ, ,FLUMINENSE/RJ,2,Domingo ,H,8,25
3486,Concurso 250 (05/02/2007),1,3,PALMEIRAS/SP, ,SANTOS/SP,3,Domingo ,D,42,24
3487,Concurso 250 (05/02/2007),2,2,JUVENTUDE/RS, ,INTERNACIONAL/RS,1,Domingo ,H,31,31
3488,Concurso 250 (05/02/2007),3,3,CORITIBA/PR, ,PARANÁ/PR,2,Domingo ,H,38,22
3489,Concurso 250 (05/02/2007),4,1,FLAMENGO/RJ, ,BOAVISTA/RJ,0,Domingo ,H,27,0
3490,Concurso 250 (05/02/2007),5,2,GUARATINGUETÁ/SP, ,CORINTHIANS/SP,3,Domingo ,A,6,26
3491,Concurso 250 (05/02/2007),6,1,NOROESTE/SP, ,SÃO PAULO/SP,1,Domingo ,D,4,33
3492,Concurso 250 (05/02/2007),7,2,GRÊMIO/RS, ,CAXIAS/RS,0,Sábado ,H,40,4
3493,Concurso 250 (05/02/2007),8,5,FIGUEIRENSE/SC, ,JOINVILLE/SC,2,Domingo ,H,31,12
3494,Concurso 250 (05/02/2007),9,3,VITÓRIA/BA, ,JUAZEIRO/BA,1,Domingo ,H,42,4
3495,Concurso 250 (05/02/2007),10,1,FERROVIÁRIO/CE, ,CEARÁ/CE,2,Domingo ,A,7,16
3496,Concurso 250 (05/02/2007),11,2,VILLA NOVA/MG, ,CRUZEIRO/MG,2,Domingo ,D,11,18
3497,Concurso 250 (05/02/2007),12,0,ATLÉTICO/MG, ,RIO BRANCO/MG,0,Sábado ,D,39,2
3498,Concurso 250 (05/02/2007),13,1,NOVA IGUAÇU/RJ, ,FLUMINENSE/RJ,1,Sábado ,D,0,26
3499,Concurso 250 (05/02/2007),14,3,BOTAFOGO/RJ, ,AMERICANO/RJ,0,Sábado ,H,39,12
3500,Concurso 251 (12/02/2007),1,3,SÃO PAULO/SP, ,CORINTHIANS/SP,1,Domingo ,H,46,25
3501,Concurso 251 (12/02/2007),2,3,BOTAFOGO/RJ, ,FLAMENGO/RJ,3,Domingo ,D,40,25
3502,Concurso 251 (12/02/2007),3,1,CRUZEIRO/MG, ,ATLÉTICO/MG,3,Sábado ,A,37,23
3503,Concurso 251 (12/02/2007),4,0,GUARANI/RS, ,GRÊMIO/RS,4,Domingo ,A,0,21
3504,Concurso 251 (12/02/2007),5,6,VASCO DA GAMA/RJ, ,VOLTA REDONDA/RJ,1,Domingo ,H,33,8
3505,Concurso 251 (12/02/2007),6,2,ATLÉTICO/PR, ,CORITIBA/PR,2,Domingo ,D,35,18
3506,Concurso 251 (12/02/2007),7,3,FORTALEZA/CE, ,CEARÁ/CE,4,Domingo ,A,30,18
3507,Concurso 251 (12/02/2007),8,1,VITÓRIA/BA, ,BAHIA/BA,1,Domingo ,D,44,17
3508,Concurso 251 (12/02/2007),9,3,BRASILIENSE/DF, ,CEILÂNDIA/DF,2,Domingo ,H,29,9
3509,Concurso 251 (12/02/2007),10,1,SPORT/PE, ,SANTA CRUZ/PE,1,Domingo ,D,34,22
3510,Concurso 251 (12/02/2007),11,3,ATLÉTICO/GO, ,VILA NOVA/GO,3,Domingo ,D,12,19
3511,Concurso 251 (12/02/2007),12,1,PALMEIRAS/SP, ,BRAGANTINO/SP,1,Sábado ,D,42,2
3512,Concurso 251 (12/02/2007),13,1,SANTO ANDRÉ/SP, ,SANTOS/SP,2,Domingo ,A,22,27
3513,Concurso 251 (12/02/2007),14,0,FLUMINENSE/RJ, ,AMÉRICA/RJ,2,Sábado ,A,29,11
3514,Concurso 252 (21/02/2007),1,4,FLUMINENSE/RJ, ,VASCO DA GAMA/RJ,4,Sábado ,D,27,30
3515,Concurso 252 (21/02/2007),2,3,PAULISTA/SP, ,CORINTHIANS/SP,2,Sábado ,H,35,21
3516,Concurso 252 (21/02/2007),3,2,AMÉRICA/SP, ,SÃO PAULO/SP,4,Sábado ,A,16,30
3517,Concurso 252 (21/02/2007),4,4,MADUREIRA/RJ, ,FLAMENGO/RJ,1,Sábado ,H,9,24
3518,Concurso 252 (21/02/2007),5,0,GAÚCHO/RS, ,INTERNACIONAL/RS,1,Sábado ,A,0,30
3519,Concurso 252 (21/02/2007),6,1,GRÊMIO/RS, ,BRASIL/RS,0,,H,40,1
3520,Concurso 252 (21/02/2007),7,2,ITUMBIARA/GO, ,GOIÁS/GO,1,Sábado ,H,3,27
3521,Concurso 252 (21/02/2007),8,0,RIOVERDENSE/GO, ,VILA NOVA/GO,6,Sábado ,A,0,22
3522,Concurso 252 (21/02/2007),9,3,PARANAVAÍ/PR, ,PARANÁ/PR,2,Segunda-feira ,H,0,24
3523,Concurso 252 (21/02/2007),10,2,MARANGUAPE/CE, ,FORTALEZA/CE,3,Sábado ,A,5,20
3524,Concurso 252 (21/02/2007),11,1,AVAÍ/SC, ,MARCÍLIO DIAS/SC,0,Sábado ,H,20,3
3525,Concurso 252 (21/02/2007),12,5,NOROESTE/SP, ,SÃO CAETANO/SP,2,Sábado ,H,5,15
3526,Concurso 252 (21/02/2007),13,1,PALMEIRAS/SP, ,RIO CLARO/SP,1,Sábado ,D,39,12
3527,Concurso 252 (21/02/2007),14,0,SANTOS/SP, ,SÃO BENTO/SP,2,Sábado ,A,39,2
3528,Concurso 253 (26/02/2007),1,1,CORINTHIANS/SP, ,RIO BRANCO/SP,1,Sábado ,D,29,5
3529,Concurso 253 (26/02/2007),2,1,SÃO CAETANO/SP, ,PALMEIRAS/SP,2,Domingo ,A,20,28
3530,Concurso 253 (26/02/2007),3,0,MARÍLIA/SP, ,SANTOS/SP,1,Domingo ,A,41,28
3531,Concurso 253 (26/02/2007),4,0,GOIÁS/GO, ,VILA NOVA/GO,3,Domingo ,A,43,27
3532,Concurso 253 (26/02/2007),5,1,CALDENSE/MG, ,ATLÉTICO/MG,1,Sábado ,D,2,25
3533,Concurso 253 (26/02/2007),6,4,CRUZEIRO/MG, ,ITUIUTABA/MG,1,Domingo ,H,38,1
3534,Concurso 253 (26/02/2007),7,3,PARANÁ/PR, ,RIO BRANCO/PR,2,Domingo ,H,33,0
3535,Concurso 253 (26/02/2007),8,1,MARCÍLIO DIAS/SC, ,JOINVILLE/SC,1,Domingo ,D,5,14
3536,Concurso 253 (26/02/2007),9,0,MARANGUAPE/CE, ,CEARÁ/CE,2,Domingo ,A,7,21
3537,Concurso 253 (26/02/2007),10,2,CEILÂNDIA/DF, ,GAMA/DF,1,Domingo ,H,11,20
3538,Concurso 253 (26/02/2007),11,4,VITÓRIA/BA, ,CAMAÇARI/BA,3,Domingo ,H,43,0
3539,Concurso 253 (26/02/2007),12,0,COLO COLO/BA, ,BAHIA/BA,3,Domingo ,A,5,17
3540,Concurso 253 (26/02/2007),13,2,INTERNACIONAL/RS, ,VERANÓPOLIS/RS,1,Sábado ,H,27,2
3541,Concurso 253 (26/02/2007),14,1,SÃO PAULO/SP, ,BRAGANTINO/SP,0,Domingo ,H,47,3
3542,Concurso 254 (05/03/2007),1,0,CORINTHIANS/SP, ,PALMEIRAS/SP,3,Domingo ,A,30,28
3543,Concurso 254 (05/03/2007),2,0,JUVENTUS/SP, ,SÃO PAULO/SP,2,Sábado ,A,8,32
3544,Concurso 254 (05/03/2007),3,1,AMÉRICA/MG, ,CRUZEIRO/MG,2,Domingo ,A,23,19
3545,Concurso 254 (05/03/2007),4,1,NOVO HAMBURGO/RS, ,INTERNACIONAL/RS,2,Domingo ,A,5,30
3546,Concurso 254 (05/03/2007),5,0,PARANÁ/PR, ,ATLÉTICO/PR,3,Domingo ,A,33,31
3547,Concurso 254 (05/03/2007),6,2,GOIÁS/GO, ,CRAC/GO,0,Domingo ,H,39,6
3548,Concurso 254 (05/03/2007),7,3,BAHIA/BA, ,COLO COLO/BA,1,Domingo ,H,27,1
3549,Concurso 254 (05/03/2007),8,0,GAMA/DF, ,BRASILIENSE/DF,0,Domingo ,D,37,26
3550,Concurso 254 (05/03/2007),9,1,ÁGUIA/PA, ,PAYSANDU/PA,0,Domingo ,H,14,24
3551,Concurso 254 (05/03/2007),10,1,ICASA/CE, ,FORTALEZA/CE,1,Domingo ,D,3,23
3552,Concurso 254 (05/03/2007),11,2,FIGUEIRENSE/SC, ,CHAPECOENSE/SC,2,Domingo ,D,32,6
3553,Concurso 254 (05/03/2007),12,0,GUARANI/MG, ,ATLÉTICO/MG,4,Sábado ,A,4,26
3554,Concurso 254 (05/03/2007),13,3,PONTE PRETA/SP, ,SANTO ANDRE/SP,1,Domingo ,H,31,9
3555,Concurso 254 (05/03/2007),14,2,SANTOS/SP, ,PAULISTA/SP,1,Domingo ,H,37,19
3556,Concurso 255 (12/03/2007),1,1,SANTOS/SP, ,SÃO PAULO/SP,1,Domingo ,D,37,34
3557,Concurso 255 (12/03/2007),2,1,BRAGANTINO/SP, ,CORINTHIANS/SP,2,Domingo ,A,1,22
3558,Concurso 255 (12/03/2007),3,4,VASCO/RJ, ,MADUREIRA/RJ,1,Domingo ,H,11,4
3559,Concurso 255 (12/03/2007),4,3,IPATINGA/MG, ,CRUZEIRO/MG,1,Sábado ,H,16,21
3560,Concurso 255 (12/03/2007),5,2,BAHIA/BA, ,VITÓRIA/BA,4,Domingo ,A,29,22
3561,Concurso 255 (12/03/2007),6,1,INTERNACIONAL/RS, ,SANTA CRUZ/RS,1,Sábado ,D,26,2
3562,Concurso 255 (12/03/2007),7,4,SÃO LUIZ/RS, ,GRÊMIO/RS,5,Domingo ,A,0,24
3563,Concurso 255 (12/03/2007),8,0,FIGUEIRENSE/SC, ,CRICIÚMA/SC,1,Domingo ,A,31,15
3564,Concurso 255 (12/03/2007),9,0,GUARANI/CE, ,CEARÁ/CE,0,Domingo ,D,0,20
3565,Concurso 255 (12/03/2007),10,0,CENTRAL/PE, ,SPORT/PE,1,Domingo ,A,2,23
3566,Concurso 255 (12/03/2007),11,4,PALMEIRAS/SP, ,JUVENTUS/SP,1,Domingo ,H,39,0
3567,Concurso 255 (12/03/2007),12,7,BOTAFOGO/RJ, ,FRIBURGUENSE/RJ,0,Domingo ,H,41,5
3568,Concurso 255 (12/03/2007),13,3,FLUMINENSE/RJ, ,CABOFRIENSE/RJ,1,Domingo ,H,30,6
3569,Concurso 255 (12/03/2007),14,2,FLAMENGO/RJ, ,NOVA IGUAÇU/RJ,1,Sábado ,H,25,2
3570,Concurso 256 (19/03/2007),1,1,BOTAFOGO/RJ, ,FLUMINENSE/RJ,0,Domingo ,H,46,27
3571,Concurso 256 (19/03/2007),2,1,SÃO PAULO/SP, ,PONTE PRETA/SP,0,Sábado ,H,45,21
3572,Concurso 256 (19/03/2007),3,2,ATLÉTICO/MG, ,AMÉRICA/MG,0,Domingo ,H,39,14
3573,Concurso 256 (19/03/2007),4,1,INTERNACIONAL/RS, ,JUVENTUDE/RS,0,Sábado ,H,26,22
3574,Concurso 256 (19/03/2007),5,2,VOLTA REDONDA/RJ, ,FLAMENGO/RJ,1,Domingo ,H,11,23
3575,Concurso 256 (19/03/2007),6,2,BOAVISTA/RJ, ,VASCO DA GAMA/RJ,6,Sábado ,A,0,34
3576,Concurso 256 (19/03/2007),7,5,VILA NOVA/GO, ,GOIÂNIA/GO,3,Domingo ,H,34,5
3577,Concurso 256 (19/03/2007),8,2,CEARÁ/CE, ,FERROVIÁRIO/CE,1,Domingo ,H,30,13
3578,Concurso 256 (19/03/2007),9,4,REMO/PA, ,TUNA LUSO/PA,0,Domingo ,H,30,16
3579,Concurso 256 (19/03/2007),10,1,CAXIAS/RS, ,GRÊMIO/RS,3,Domingo ,A,16,28
3580,Concurso 256 (19/03/2007),11,6,CRUZEIRO/MG, ,TUPI/MG,2,Sábado ,H,41,1
3581,Concurso 256 (19/03/2007),12,2,SERTÃOZINHO/SP, ,PALMEIRAS/SP,4,Domingo ,A,0,28
3582,Concurso 256 (19/03/2007),13,1,ITUANO/SP, ,SANTOS/SP,2,Domingo ,A,31,26
3583,Concurso 256 (19/03/2007),14,2,CORINTHIANS/SP, ,NOROESTE/SP,1,Domingo ,H,26,4
3584,Concurso 257 (26/03/2007),1,3,VASCO/RJ, ,FLAMENGO/RJ,0,Domingo ,H,15,22
3585,Concurso 257 (26/03/2007),2,1,SÃO CAETANO/SP, ,SÃO PAULO/SP,0,Domingo ,H,21,32
3586,Concurso 257 (26/03/2007),3,3,PALMEIRAS/SP, ,MARÍLIA/SP,2,Sábado ,H,39,18
3587,Concurso 257 (26/03/2007),4,1,MADUREIRA/RJ, ,FLUMINENSE/RJ,0,Sábado ,H,13,26
3588,Concurso 257 (26/03/2007),5,0,REMO/PA, ,PAYSANDU/PA,0,Domingo ,D,34,21
3589,Concurso 257 (26/03/2007),6,1,JUAZEIRO/BA, ,VITÓRIA/BA,4,Domingo ,A,0,25
3590,Concurso 257 (26/03/2007),7,0,ITUIUTABA/MG, ,ATLÉTICO/MG,2,Sábado ,A,3,28
3591,Concurso 257 (26/03/2007),8,1,MINEIROS/GO, ,VILA NOVA/GO,2,Domingo ,A,5,29
3592,Concurso 257 (26/03/2007),9,2,CHAPECOENSE/SC, ,CRICIÚMA/SC,1,Domingo ,H,13,16
3593,Concurso 257 (26/03/2007),10,2,NÁUTICO/PE, ,SANTA CRUZ/PE,1,Domingo ,H,38,23
3594,Concurso 257 (26/03/2007),11,0,GUARANY/RS, ,INTERNACIONAL/RS,1,Domingo ,A,0,31
3595,Concurso 257 (26/03/2007),12,2,AMÉRICA/RJ, ,BOTAFOGO/RJ,1,Domingo ,H,22,21
3596,Concurso 257 (26/03/2007),13,0,CORINTHIANS/SP, ,BARUERI/SP,0,Domingo ,D,27,0
3597,Concurso 257 (26/03/2007),14,2,SANTOS/SP, ,RIO CLARO/SP,1,Domingo ,H,36,13
3598,Concurso 258 (02/04/2007),1,3,SÃO PAULO/SP, ,PALMEIRAS/SP,1,Domingo ,H,42,32
3599,Concurso 258 (02/04/2007),2,2,BOTAFOGO/RJ, ,VASCO DA GAMA/RJ,0,Domingo ,H,45,37
3600,Concurso 258 (02/04/2007),3,1,AMERICANO/RJ, ,FLUMINENSE/RJ,0,Domingo ,H,20,24
3601,Concurso 258 (02/04/2007),4,1,ATLÉTICO/MG, ,IPATINGA/MG,0,Domingo ,H,40,10
3602,Concurso 258 (02/04/2007),5,2,PONTE PRETA/SP, ,SANTOS/SP,4,Domingo ,A,33,27
3603,Concurso 258 (02/04/2007),6,1,BRASIL/RS, ,GRÊMIO/RS,0,Domingo ,H,4,29
3604,Concurso 258 (02/04/2007),7,2,GOIÁS/GO, ,ANAPOLINA/GO,0,Domingo ,H,37,14
3605,Concurso 258 (02/04/2007),8,3,CRAC/GO, ,VILA NOVA/GO,2,Domingo ,H,7,28
3606,Concurso 258 (02/04/2007),9,2,CRICIÚMA/SC, ,AVAÍ/SC,2,Domingo ,D,36,16
3607,Concurso 258 (02/04/2007),10,1,FORTALEZA/CE, ,FERROVIÁRIO/CE,3,Domingo ,A,30,14
3608,Concurso 258 (02/04/2007),11,0,ESPORTIVO/DF, ,CEILÂNDIA/DF,0,Sábado ,D,0,11
3609,Concurso 258 (02/04/2007),12,2,SPORT/PE, ,NÁUTICO/PE,0,Domingo ,H,35,22
3610,Concurso 258 (02/04/2007),13,1,ATLÉTICO/PR, ,PARANAVAÍ/PR,1,Domingo ,D,35,1
3611,Concurso 258 (02/04/2007),14,1,FRIBURGUENSE/RJ, ,FLAMENGO/RJ,2,Domingo ,A,7,19
3612,Concurso 259 (09/04/2007),1,4,FLAMENGO/RJ, ,AMÉRICA/RJ,1,Domingo ,H,27,13
3613,Concurso 259 (09/04/2007),2,1,NOROESTE/SP, ,SANTOS/SP,4,Domingo ,A,10,30
3614,Concurso 259 (09/04/2007),3,2,CABOFRIENSE/RJ, ,VASCO DA GAMA/RJ,1,Domingo ,H,5,36
3615,Concurso 259 (09/04/2007),4,0,BARUERI/SP, ,SÃO PAULO/SP,5,Domingo ,A,0,31
3616,Concurso 259 (09/04/2007),5,1,ATLÉTICO/GO, ,GOIÁS/GO,0,,H,15,28
3617,Concurso 259 (09/04/2007),6,3,CRUZEIRO/MG, ,CALDENSE/MG,0,Domingo ,H,45,6
3618,Concurso 259 (09/04/2007),7,3,CEILÂNDIA/DF, ,BRASILIENSE/DF,3,Sábado ,D,13,23
3619,Concurso 259 (09/04/2007),8,7,VITÓRIA/BA, ,COLO COLO/BA,0,Domingo ,H,46,2
3620,Concurso 259 (09/04/2007),9,0,RIO BRANCO/PR, ,ATLÉTICO/PR,0,Domingo ,D,2,32
3621,Concurso 259 (09/04/2007),10,1,MARCÍLIO DIAS/SC, ,CRICIÚMA/SC,5,Domingo ,A,6,17
3622,Concurso 259 (09/04/2007),11,1,CEARÁ/CE, ,FORTALEZA/CE,1,Domingo ,D,30,24
3623,Concurso 259 (09/04/2007),12,2,NOVA IGUAÇU/RJ, ,BOTAFOGO/RJ,6,Domingo ,A,1,20
3624,Concurso 259 (09/04/2007),13,0,MARÍLIA/SP, ,PONTE PRETA/SP,2,Domingo ,A,39,18
3625,Concurso 259 (09/04/2007),14,2,CORINTHIANS/SP, ,AMÉRICA/SP,0,Sábado ,H,26,8
3626,Concurso 260 (16/04/2007),1,1,GUARANI/SP, ,PORTUGUESA DESPORTOS/SP,1,Domingo ,D,34,24
3627,Concurso 260 (16/04/2007),2,3,MARCÍLIO DIAS/SC, ,AVAÍ/SC,3,Domingo ,D,7,17
3628,Concurso 260 (16/04/2007),3,3,POÇÕES/BA, ,VITÓRIA/BA,2,Domingo ,H,2,28
3629,Concurso 260 (16/04/2007),4,0,GAMA/DF, ,CEILÂNDIA/DF,0,,D,37,11
3630,Concurso 260 (16/04/2007),5,3,AMÉRICA/RN, ,BARAÚNAS/RN,1,Sábado ,H,15,0
3631,Concurso 260 (16/04/2007),6,1,A B C/RN, ,POTIGUAR/RN,1,Domingo ,D,0,0
3632,Concurso 260 (16/04/2007),7,1,NACIONAL/PB, ,ATLÉTICO/PB,0,Domingo ,H,0,5
3633,Concurso 260 (16/04/2007),8,1,CAMPINENSE/PB, ,BOTAFOGO/PB,1,Domingo ,D,5,5
3634,Concurso 260 (16/04/2007),9,2,DESPORTIVA/PB, ,TREZE/PB,0,Domingo ,H,0,4
3635,Concurso 260 (16/04/2007),10,2,BAHIA/BA, ,VITÓRIA DA CONQUISTA/BA,1,Domingo ,H,29,0
3636,Concurso 260 (16/04/2007),11,3,IPITANGA/BA, ,COLO COLO/BA,3,Domingo ,D,3,2
3637,Concurso 260 (16/04/2007),12,3,CRICIÚMA/SC, ,GUARANI/SC,0,Domingo ,H,36,1
3638,Concurso 260 (16/04/2007),13,2,BRUSQUE/SC, ,JOINVILLE/SC,2,Domingo ,D,0,15
3639,Concurso 260 (16/04/2007),14,2,RIO PRETO/SP, ,UNIÃO SÃO JOÃO/SP,0,Sábado ,H,0,10
3640,Concurso 261 (23/04/2007),1,1,SÃO PAULO/SP, ,SÃO CAETANO/SP,4,Sábado ,A,40,17
3641,Concurso 261 (23/04/2007),2,0,SANTOS/SP, ,BRAGANTINO/SP,0,Domingo ,D,36,3
3642,Concurso 261 (23/04/2007),3,1,VILA NOVA/GO, ,GOIÁS/GO,1,Domingo ,D,38,26
3643,Concurso 261 (23/04/2007),4,4,CRUZEIRO/MG, ,TUPI/MG,0,Domingo ,H,46,3
3644,Concurso 261 (23/04/2007),5,1,METROPOLITANO/SC, ,CRICIÚMA/SC,1,Domingo ,D,0,19
3645,Concurso 261 (23/04/2007),6,0,JUVENTUS/SC, ,FIGUEIRENSE/SC,1,Domingo ,A,0,28
3646,Concurso 261 (23/04/2007),7,2,S. E. R. CHAPADÃO/MS, ,OPERARIO/MS,0,Domingo ,H,0,1
3647,Concurso 261 (23/04/2007),8,1,PORTUGUESA DESPORTOS/SP, ,GUARANI/SP,0,Sábado ,H,25,20
3648,Concurso 261 (23/04/2007),9,3,UNIÃO SÃO JOÃO/SP, ,RIO PRETO/SP,0,Sábado ,H,7,1
3649,Concurso 261 (23/04/2007),10,1,SOUSA/PB, ,NACIONAL/PB,0,Domingo ,H,5,0
3650,Concurso 261 (23/04/2007),11,2,CAMPINENSE/PB, ,DESPORTIVA/PB,1,Domingo ,H,6,0
3651,Concurso 261 (23/04/2007),12,0,FORTALEZA/CE, ,ITAPIPOCA/CE,0,Domingo ,D,27,2
3652,Concurso 261 (23/04/2007),13,1,ICASA/CE, ,CEARÁ/CE,1,Domingo ,D,4,19
3653,Concurso 261 (23/04/2007),14,1,ATLÉTICO/MG, ,DEMOCRATA GV/MG,1,Sábado ,D,40,0
3654,Concurso 262 (02/05/2007),1,4,BAHIA/BA, ,POÇÕES/BA,2,Terça-feira ,H,29,1
3655,Concurso 262 (02/05/2007),2,2,GUARANI/SP, ,SÃO JOSÉ/SP,1,Domingo ,H,34,0
3656,Concurso 262 (02/05/2007),3,1,BONITO/MS, ,CENE/MS,3,Sábado ,A,0,0
3657,Concurso 262 (02/05/2007),4,2,AMÉRICA/RN, ,A B C/RN,5,Domingo ,A,18,0
3658,Concurso 262 (02/05/2007),5,2,SERGIPE/SE, ,CONFIANÇA/SE,0,Domingo ,H,13,6
3659,Concurso 262 (02/05/2007),6,1,ITABAIANA/SE, ,AMÉRICA/SE,1,Domingo ,D,11,0
3660,Concurso 262 (02/05/2007),7,3,COXIM/MS, ,COSTA RICA/MS,2,Sábado ,H,0,0
3661,Concurso 262 (02/05/2007),8,0,RIO PRETO/SP, ,MIRASSOL/SP,0,Domingo ,D,2,1
3662,Concurso 262 (02/05/2007),9,0,TOCANTINÓPOLIS/TO, ,ARAGUAÍNA/TO,1,Domingo ,A,2,2
3663,Concurso 262 (02/05/2007),10,0,GURUPI/TO, ,PALMAS/TO,1,Domingo ,A,0,5
3664,Concurso 262 (02/05/2007),11,1,PORTUGUESA DESPORTOS/SP, ,BANDEIRANTE/SP,0,Domingo ,H,25,2
3665,Concurso 262 (02/05/2007),12,2,UNIÃO SÃO JOÃO/SP, ,BOTAFOGO/SP,3,Domingo ,A,10,0
3666,Concurso 262 (02/05/2007),13,2,CAMPINAS/SP, ,CAMPO LIMPO/SP,0,Domingo ,H,1,0
3667,Concurso 262 (02/05/2007),14,0,ATLÉTICO/BA, ,VITÓRIA/BA,1,Terça-feira ,A,0,29
3668,Concurso 263 (07/05/2007),1,2,FLAMENGO/RJ, ,BOTAFOGO/RJ,2,Domingo ,D,31,24
3669,Concurso 263 (07/05/2007),2,2,CRUZEIRO/MG, ,ATLÉTICO/MG,0,Domingo ,H,47,27
3670,Concurso 263 (07/05/2007),3,2,SANTOS/SP, ,SÃO CAETANO/SP,0,Domingo ,H,33,21
3671,Concurso 263 (07/05/2007),4,4,GRÊMIO/RS, ,JUVENTUDE/RS,1,Domingo ,H,39,19
3672,Concurso 263 (07/05/2007),5,2,ATLÉTICO/GO, ,GOIÁS/GO,1,Domingo ,H,16,27
3673,Concurso 263 (07/05/2007),6,1,TUNA LUSO/PA, ,REMO/PA,1,Domingo ,D,3,17
3674,Concurso 263 (07/05/2007),7,0,JAGUARÉ/ES, ,LINHARES/ES,0,Sábado ,D,0,0
3675,Concurso 263 (07/05/2007),8,0,NOROESTE/SP, ,GUARATINGUETÁ/SP,1,Sábado ,A,11,2
3676,Concurso 263 (07/05/2007),9,0,SUZANO/SP, ,OSASCO/SP,0,Domingo ,D,1,0
3677,Concurso 263 (07/05/2007),10,2,PARANAIBENSE/MS, ,CENE/MS,2,Domingo ,D,0,3
3678,Concurso 263 (07/05/2007),11,7,OPERARIO/MS, ,BONITO/MS,1,Domingo ,H,0,0
3679,Concurso 263 (07/05/2007),12,0,PARANÁ/PR, ,PARANAVAÍ/PR,0,Domingo ,D,32,2
3680,Concurso 263 (07/05/2007),13,1,FORTALEZA/CE, ,ICASA/CE,0,Domingo ,H,27,0
3681,Concurso 263 (07/05/2007),14,2,CRICIÚMA/SC, ,CHAPECOENSE/SC,2,Domingo ,D,37,8
3682,Concurso 264 (14/05/2007),1,2,FLAMENGO/RJ, ,PALMEIRAS/SP,4,Domingo ,A,30,31
3683,Concurso 264 (14/05/2007),2,2,INTERNACIONAL/RS, ,BOTAFOGO/RJ,3,Domingo ,A,26,24
3684,Concurso 264 (14/05/2007),3,2,FLUMINENSE/RJ, ,CRUZEIRO/MG,2,Sábado ,D,31,21
3685,Concurso 264 (14/05/2007),4,2,ITUANO/SP, ,CEARÁ/CE,3,Sábado ,A,30,20
3686,Concurso 264 (14/05/2007),5,2,SÃO PAULO/SP, ,GOIÁS/GO,0,Sábado ,H,40,27
3687,Concurso 264 (14/05/2007),6,3,PARANÁ/PR, ,GRÊMIO/RS,0,Domingo ,H,32,28
3688,Concurso 264 (14/05/2007),7,2,BRASILIENSE/DF, ,MARÍLIA/SP,2,Sábado ,D,30,19
3689,Concurso 264 (14/05/2007),8,4,SPORT/PE, ,SANTOS/SP,1,Domingo ,H,37,33
3690,Concurso 264 (14/05/2007),9,3,CRICIÚMA/SC, ,SÃO CAETANO/SP,2,Sábado ,H,38,20
3691,Concurso 264 (14/05/2007),10,3,CORITIBA/PR, ,PAULISTA/SP,1,Sábado ,H,38,20
3692,Concurso 264 (14/05/2007),11,3,FIGUEIRENSE/SC, ,ATLÉTICO/PR,6,Sábado ,A,25,30
3693,Concurso 264 (14/05/2007),12,2,ATLÉTICO/MG, ,NÁUTICO/PE,1,Domingo ,H,40,21
3694,Concurso 264 (14/05/2007),13,0,AMÉRICA/RN, ,VASCO DA GAMA/RJ,1,Domingo ,A,20,35
3695,Concurso 264 (14/05/2007),14,1,CORINTHIANS/SP, ,JUVENTUDE/RS,0,Domingo ,H,26,19
3696,Concurso 265 (21/05/2007),1,2,GRÊMIO/RS, ,FLUMINENSE/RJ,0,Domingo ,H,41,22
3697,Concurso 265 (21/05/2007),2,0,CRUZEIRO/MG, ,CORINTHIANS/SP,3,Domingo ,A,47,23
3698,Concurso 265 (21/05/2007),3,1,GOIÁS/GO, ,FLAMENGO/RJ,3,Domingo ,A,36,19
3699,Concurso 265 (21/05/2007),4,2,ATLÉTICO/PR, ,INTERNACIONAL/RS,1,Sábado ,H,32,28
3700,Concurso 265 (21/05/2007),5,2,BOTAFOGO/RJ, ,ATLÉTICO/MG,1,Domingo ,H,44,26
3701,Concurso 265 (21/05/2007),6,2,PALMEIRAS/SP, ,FIGUEIRENSE/SC,1,Domingo ,H,38,29
3702,Concurso 265 (21/05/2007),7,1,GAMA/DF, ,CORITIBA/PR,0,Sábado ,H,34,20
3703,Concurso 265 (21/05/2007),8,2,SÃO CAETANO/SP, ,VITÓRIA/BA,0,Sábado ,H,21,29
3704,Concurso 265 (21/05/2007),9,4,MARÍLIA/SP, ,ITUANO/SP,3,Sábado ,H,38,20
3705,Concurso 265 (21/05/2007),10,1,REMO/PA, ,IPATINGA/MG,0,Sábado ,H,32,10
3706,Concurso 265 (21/05/2007),11,1,JUVENTUDE/RS, ,PARANÁ/PR,2,Sábado ,A,33,24
3707,Concurso 265 (21/05/2007),12,3,VASCO DA GAMA/RJ, ,SPORT/PE,1,Domingo ,H,37,21
3708,Concurso 265 (21/05/2007),13,1,NÁUTICO/PE, ,SÃO PAULO/SP,0,Domingo ,H,39,35
